index,wav,label,text
158,032710.wav,7,少女題庫引他出來做耍正是無聊之勝兄來的正廟請入小哉一談彼此皆可消此擁著說著便令人送女兒進去自語希臘語春來自書房中
159,032776.wav,1,小站著一個每人每人手裡拿著把扇子上頭還用蛋花青峰出一個月亮來畫筆是不錯的旁邊卻聯徵代草地寫著劑之方才念的那種師我這才行的計之的話
160,033077.wav,3,活塞內燃機的工作過程有四個步驟進氣壓縮動力排氣
161,033214.wav,3,寄到台灣山脈走向大致與地質構造線移至北半部主要為東北西南走向南半部為北北西南南東走向由東向西可分為海岸中央雪山玉山阿里山等山脈
162,033221.wav,4,北投領說了陳達貝親經過陽春要請巢而出跟史靜聽個死活組成癮29說你我都去也只是白白送死我有一條苦肉計若成了死竟是會放過程達麼不成長們一起玩但
163,033451.wav,6,子扭了下要找來到黑風扇贈作者乎廳前面芳草坡上有人說話忙散在山崖下偷看原來是三個要麼坐在草地上上手是一個黑和左手是一個到人右手是一個秀才
164,033461.wav,4,鄭圖大叫打得好魯達罵你他娘的還敢嘴硬照他眼眶又是一拳把眼珠也打得出來正除忍受不住愛求饒命
165,033871.wav,7,於是款不行來剛入式門只見坐上師9之刻有一人啟聲大笑結爾出來口內縮其雨其雨雨村忙看時此人是都中在古董行中貿易的好冷子新折舊日在都相似
166,033958.wav,3,當的小愛神維納斯的兒子相對應於希臘神話的俄羅斯往往被塑造為手拿弓箭隊部長一對翅膀的調皮小男孩他的經建設入人心會產生愛情他的營建設入人心會產生證誒他經常無目的地下室
167,034908.wav,6,悟空靈機一動心生一計來到外面變成牛魔王無恙解下金睛獸騎上出了聲彈直奔翠雲山芭蕉洞多唱女不辨真假音階的假牛魔王不到的寒暄羅剎女2
168,034935.wav,4,時近代生在做幾個月軒是一時間要就三人殺官蔡紹中越這個家樂隊完了站在山寨落草為空中不是個方便要去銀斧頭跟王淨
169,034960.wav,0,自己的房門口幾個學童便一起放開喉嚨吃的念起出來他大吃一驚而多邊似乎敲了一聲親子間7個頭脫了小辮子在眼前晃晃的南方飛圈
170,035128.wav,0,走店的格局是和別墅不同的都是當街一個曲尺形的大櫃檯櫃裡面與背折熱水可以隨時溫灸做工的人幫午傍晚上了公妹妹花四紋銅錢買一碗酒這是二十多年前的是現在每晚要漲到什文
171,035135.wav,4,直線火把製中大統領立馬廷強大嗎哪裡在哪裡會出來覺會單複製參回嗎天殺的小人叫你認得撒嬌
172,035211.wav,6,名叫左勾拳原是天上七仙姑的浴池是妖精湛的鈉泉仙姑再不來了辛苦也不敢惹他們可見他們有些神通空又問他們佔此權幹什麼土地說洗澡一天3洗佛經41過50就來
173,035294.wav,7,瀋陽的巨人雖說年輕卻也是他進我我竟他從來沒有紅過年了就是一家子的長輩同輩之中除了身子道不用說了別人也從無不疼我的也無不合我好的就如今得了這個病
174,036330.wav,6,選一下子摔了個粉碎那要怪怪恨得咬牙切齒弄一陣狂風刮地八戒沙僧低頭掩面大盛情知不妙慌忙趕回唐僧已被妖怪社走空假期兩人說會收拾行李嗎
175,036803.wav,2,以準備都是漢朝官今天不想想怎樣報國而返校曹操回答道我不是笑什麼我只是笑大家沒有一個方法去刺殺董卓我雖然不怎麼樣但願意開下董卓的頭懸掛在城門上已達謝天下
176,036857.wav,4,小數學是就是蘇東坡的弟弟蘇籽油蘇籽油也不容得這種潑皮無賴又寫一封書信把高求見到小王都太尉處
177,036877.wav,2,當下應召不下有逃命的軍事報與曹操操文之孤島餘的眾人就其超竊取約炮千種兵殺無父子臭不共戴天易經繫起大軍喜當徐州芳雪無痕
178,037245.wav,4,魯達法兩包肉餡批面打去嗎到大家就是取笑你的兩包肉餡打在正途臉上恰似下了一場肉與弄著她入頭潤腦的
179,037982.wav,5,規劃建置的六大轉運站到中壢台鐵整合的車站希望能夠達到公共運輸無縫隙的目標屏東縣長潘孟安說屏東轉運站是第一個完成的分區轉運中心也是屏東縣綠建築自治條例通過之後的第一座綠建築會儘快樂提供遊客們便利舒適的接駁服務
180,038048.wav,3,急症要義和團運動以軍事行動公路中國的大英帝國美利堅合眾國法蘭西第三共和國德意志帝國2羅斯帝國大日本帝國好兄弟國義大利王國的8國聯合軍隊
181,038118.wav,1,我問你一句話你到這裡來騎過加行沒有我說到了上海時成績過一封到了這裏卻未曾記過既知道這就是你的錯了怎麼是多天功夫不寄一封信回去
182,038170.wav,6,悟空說我饒了你們這山上有多少妖精重生說只一個妖精就把我們害苦了還敢有多少他住在枯松間火雲洞中神通廣大床把我們叫去燒火肝門循業達
183,038599.wav,4,致伸網傳床上一座會中忽然翻上來啦啦啦吐了一地心得重生都眼上鼻子
184,038738.wav,5,一般燈泡警力是不夠的他呼籲全民共同支持警察嚴正執法從本年度旗髮夾關劃分責任區提早進入了分局裡面再從列管追蹤搜證到吵但我們的提
185,038762.wav,3,平洋巴士海峽南海台灣海峽東海所環繞面積約3點60000平方公里為世界第38大島嶼其中7成為3的比丘陵平原則主要集中於西部沿海地形海拔變化大
186,038806.wav,1,夫人拿出一雙翡翠鐲子來到這是人家要出脫的吵架三百兩銀子不知值得不值得請你拿到降真去姑姑嫁當下我答應了取過著子出來原來這家想真是一間珠寶
187,038848.wav,6,底價作凌霄寶殿東海龍王敖廣州上一本說是孫悟空強強定海神針大鬧龍宮請與的派兵擒拿接著幽冥思秦廣王又上了地藏菩薩的表彰說是孫悟空大鬧地府消了生死簿請玉帝派兵蒸餃
188,039043.wav,2,大園我被火山和度公發五根已經生死簿B引兵來攻我浮冰雨嗎03中後期兵半渡而擊之不可輕易家約增量測也於是令軍事掛下發上詐言操死
189,039138.wav,7,盛開請老鼠中過來散散悶看著從而生熱鬧熱鬧是這個意思誰知老祖宗又不肯傷戀鳳姐人為等王夫人開口先說道老太太昨日還說要來這呢因為晚上看著寶兄弟他們吃糖
190,039689.wav,5,年之前全球轉會有43個人口超過10000000的大肚會2050年之前全球總會有三分之二的人口居住在都市報告中的預測10年後印度德里章取代日本東京成為全國人口最多的都會目前世界人口約有55%居住在都市
191,039763.wav,6,長生不由心驚肉跳生怕碰上要麼孤狼故宮好不容易順著唐生卻見前面山坡上立一朝夫高聲說戲劇的長老小新山上有私人的很獨1無糖生魂飛魄散戶空忙上前打聽
192,040158.wav,0,棺木到一種的像安法王九媽又幫他煮了飯飯是動過手開過口的人都吃了飯太陽漸漸顯出要落山了眼色吃過飯的人也不學都顯出要回家了顏色魚是他們終於都回了家甚至導致很覺得頭旋歇息了一會到居然有點評論了
193,040210.wav,4,採取大城的建議經手書寫聖子一到這樣與香一柱清拆內外題點店前太尉紅行為天使前往江西龍虎山申請張天師行業來朝祈禳瘟疫
194,040281.wav,5,成大醫院發言人趙庭心說
195,040439.wav,4,蚊子又聽自身高校再不開門洒家將這鳥是一把火燒了只好悄悄抽出門栓
196,040679.wav,7,好燈時放下臉來喝命帶出去打二十板子裡面又直下寧國府對排出去說與來升格他一院迎你眾人聽了又見鳳姐妹荔枝是老了不敢怠慢突然的出去託人直排傳
197,040895.wav,1,防颱回了治軍治軍就把這件事歌曲了這位中雷西德勒茲性變天天去結交多數的巡捕歌詞哈求一個消息靈通此時那兩個錢莊幹事
198,041062.wav,4,兩個都頭間是不好轉身便走死竟敢上去症狀監理吃一刀把理及展作2段
199,041216.wav,6,柏青的父親前來說是唐僧的經文超出了他的亡靈就要到中原富貴家中轉身天明大家互說了夢記對抗生感謝不盡一家人劉長生吃了早齋拿出營養出現糖深深吻不受不親就帶傷力差空間送糖生騎乘
200,041515.wav,5,縣衛生局合作鼓勵酒駕犯申請公費補助解除911從根本防製酒駕意外的發生
201,041595.wav,2,畸變問以朝廷大事找約民工新一兵一卒暴亂入朝服昨天子15霸之功也彈珠強人書111
202,041604.wav,4,自身問創意有什麼是太空梭經驗老和嫁女兒致伸大笑說男婚女嫁人之常情有什麼不了的太空梭這門親事老和不願意
203,041606.wav,3,原來羅貫中慧型會生和生動逼真的表現令讀者如見其人如聞其身參與描寫戰爭場面和正政治痘有數個在是精彩絕倫如親歷其境資料更首創單挑場面凸顯武將軍
204,041975.wav,7,劉姥姥電起來梳洗了又將版兒教訓了幾句那反而才五六歲的孩子的無所知英檢帶他進城逛句練習的無不應成語是劉姥姥帶他進程導致您榮街
205,042038.wav,0,遇見這無子吹熄了燈行者他一面哭一面想想那時候自己仿真黏商寶兒坐在身邊吃茴香豆等著一雙小黑眼睛想了一刻便說
206,042106.wav,7,姑娘來了話猶未了林黛玉裡腳要再走了進來一件樂保育院校倒過來的不巧了寶玉的忙起身笑讓座保擇一笑道這話怎麼說戴玉笑道早知他來我就不來了抱才到我歌
207,042205.wav,4,光陰荏苒找到的八月中秋實境要跟3人飲酒賞月仙一日派裝克王是上山鄉要租無血的回書賞他是五兩銀子請他吃了10多玩九
208,042643.wav,4,魯智深在寺裡過了四五個月轉眼到了出東九淨思凍走出3們來到半山亭上多痣不成持久心中好不煩悶
209,042892.wav,0,今天才明白我也在其中混了多年打嗝正館這家物妹子恰恰死了他未必不過在飯菜按按給我們吃我未必無意之中不吃了我妹子的幾片肉
210,042957.wav,1,鬼混了幾天忽然一天同了兩個人來要看哪一幅花瓶乳液我們取出來給他看他看了說是通南京城裡找不出這東西來讚賞了半天病問價錢我們一個夥計見他這麼重一就有新同
211,043003.wav,7,正說著只見香菱笑嘻嘻的走來周瑞家的便拉了她的手謝謝的看了一會影響經串孝道到好的模樣竟有些像什麼東湖里榮大奶人的品格晶鑽笑道我也是這麼說呢周瑞
212,043402.wav,5,全部提出反未來將在全市範圍內禁止使用一次性塑料吸管還是平啊只出一次性塑料吸管很難分解侵入海洋每年會造成100000隻海洋生物死亡如果不禁止2050年大海的數量吸管數量將超過魚類
213,043607.wav,0,見了這少見的一份到有些愕然了但也就成靜下來我想還不如去清領吧這算什麼呢看著他的臉說我不去這是關縫不是賞前趙麗穎
214,043821.wav,0,床沿上放車靜靜的立在地上黑沉沉的燈光照著寶兒的臉緋紅利概易點心算是爪子心靈計算神仙也求過了願心也許過了單方也吃過了要是還
215,044413.wav,3,美國在台協會是美國國務院根據台灣關係法並依據哥倫比亞特區法律所設置的民間非營利組織其功能是為了因應美國與台灣治理當局沒有邦交易已經美國政府的一個中國政策等因素
216,044418.wav,6,先王法不管我們但陰間的閻王老子卻能管正我們總有一天會因年老寫衰而死一個通臂猿站出來說大王只有神仙佛不歸閻王管與天地同壽要想躲過輪迴
217,044445.wav,5,對不起霧社海軍多次和家屬商談賠償是已知識談不攏知道上個月出雙方達成共識海軍司令部將賠償黃金船長父親配偶和三名子女包括產之損失勞動力減損和精神慰撫金等費用一共3484萬點閱率超過5000000須報請期
218,044601.wav,3,棒球是台灣最受歡迎的運動被稱為國球在日治時期有日本眼鏡1992年夏季奧林匹克運動會棒球比賽獲得銀牌1990年中華職棒成立台灣成為寄日本和韓國之後亞洲第三個擁有職業棒球聯盟的國家
219,044682.wav,4,王靜也不在相瞞說出真實身份太空大喜說怪不得你51這麼高強原來是有名的教頭這裡是陝西華陰縣遠離京師你就關心著下吧
220,045002.wav,4,na2大王一吃的有七八分醉了問我姊姊怎麼不出來太空梭他怕羞不敢出來請到王吃幾杯2大王吃了幾杯酒要去見壓寨夫人
221,045065.wav,5,技術的臨床實際應用可以讓醫師數目前有更完整的手術評估縮短手術時間及減少出血量達到更好的治療效果未能提供國內臨床醫師自主開發高階醫療產品
222,045069.wav,3,要入選年度第一隊這是他15年的職業生涯中第12次入選NBA第一隊超越了湖人傳奇巨星小飛俠科比布萊恩的十一次證明了他是當今NBA第一人毫無疑問的地位
223,045144.wav,4,兩個牌軍在與妙煮好豬頭三牲左等右等不見王靖到來變回家去找誰知識鐵將軍把門相鄰居打聽誰也不知王靜母子去向
